sex,minAge,age,country,location,LHML,LHEB,LHHD,LHMLD,LHAPD,RHML,RHEB,RHHD,RHMLD,RHAPD,LRML,LRMLD,LRAPD,RRML,RRMLD,RRAPD,LFML,LFBL,LFEB,LFAB,LFHD,LFMLD,LFAPD,RFML,RFBL,RFEB,RFAB,RFHD,RFMLD,RFAPD,LTML,LTPB,LTMLD,LTAPD,RTML,RTPB,RTMLD,RTAPD,BIB,LIBL,RIBL,LAcH,RAcH
female,50,50+,Egypt,Egypt,328,62,46.73,19.03,19.95,334,63,50.11,19.77,19.93,248,13.29,12.41,254,13.5,13.11,420,413,74,64.79,42.14,21.24,23.81,418,412,74,63.34,41.38,21.36,24.08,340,69,21.24,26.54,340,72,20.66,25.6,268,156,154,51.73,52
female,50,50+,Egypt,Egypt,289,52,39.76,16.44,18.43,293,52,38.87,16.86,17.76,230.5,11.42,9.65,234.5,11.43,9.34,418,414,70,61.02,38.94,22.66,25.93,,,,,,,,351,62,18.69,22.17,,,,,250,143,145,44.56,47.11
male,25,25-30,France,France,340,63,44.94,20.86,20.2,343,65,44.67,20.13,22.19,261,12.99,12.78,260,13.8,11.88,476,467,83,72.84,49.15,26.42,28.32,474,466,81,71.84,48.87,26.15,27.62,409,76,21.51,29.01,406,77,22.51,29.96,274,163,160,55.15,54.74
male,30,30-40,France,France,318,56.5,44.03,20.42,19.46,326,58,45.56,23.08,20.35,252,14.85,11.96,249,15.36,12.5,443,438,79,70.7,46.5,26.67,25.51,435,433,83,71.4,47.13,27.9,26.29,368,74.5,23.56,26.5,364,76,21.47,27.66,286,,,50.37,51.92
male,30,30-40,France,France,332.5,64,44.34,20.03,21.46,339,64,46.42,20.06,21.28,252,14.92,12.4,256,14.51,12.39,474,470,80,75.32,44.66,25.86,30.37,475,472,81,71.98,47.1,25.95,31.65,391.5,75,22.98,27.71,391,73,22.47,26.9,267,,,,52.95
male,30,30-40,France,France,310,58,42.88,18.11,17.09,313,59,43.12,18.95,18.42,232,13.64,10.5,238,14.81,10.82,447,442,78,67.13,43.71,26.27,26.88,448,442,78,68.36,43.54,26.18,28.11,378,72,20.46,26.59,380,72,22.99,25.8,271,164,160,49.12,48.56
male,30,30+,France,France,298.5,65.5,48.08,21,21.21,305,65,48.48,22.81,21.78,,,,233,16.61,11.56,,,,,,,,424,421,,74.84,45.35,27.97,29,343,75,23.45,30.38,344,75,23.72,27.24,,,,,
male,30,30-40,France,France,292,,39.47,16.45,17.4,300,,40.73,17.18,17.91,207,12.77,9.87,213,13.31,10.37,412,409,72,58.65,43.82,24.84,23.78,412,410,72,60.67,43.64,24.46,24.07,332,61,19.65,25.69,335,64,20.26,25.04,270,164,166,49.72,49.88
male,30,30-40,France,France,330.5,64.5,45.56,19.37,20.97,339,67,46.71,19.79,20.35,227,14.94,11.76,230,15.26,12.03,460,455,86,74.59,50.1,27.2,28.25,460,453,85,73.92,50.08,28.01,26.96,357,72,24.42,30.15,355,73.5,25.92,28.05,266,160,160,55.24,55.23
male,30,30-40,France,France,,,,,,301,59,45.62,22.49,21.37,,,,,,,425,421.5,77,68.42,45.46,30.6,26.72,418,415,78,67.09,45,26.44,25.18,363.5,69,25.31,29.78,358.5,70,22.67,28.19,,147,,49.39,
male,30,30-40,France,France,319,57,41.78,21.31,17.15,289,59,43.5,21.06,18.55,,,,,,,438,434,79,71.15,44.87,26.25,30.28,436,431,77,67.77,43.64,26.67,29.05,356,70,22.5,28.73,361,74,23.33,29.35,257,161,,49.57,45.65
male,40,40-50,France,France,,,,,,335,59,43.22,20.8,23.14,243,14.19,12.13,241,16.65,11.52,461,457,82,70.92,46.4,26.92,25.58,454,450,84,72.94,47.22,26.83,26.85,372,64,21.69,27.95,373,72,22.64,28.9,281,153,,50.95,51.94
male,40,40-50,France,France,,,,,,339,60,45.39,21.85,19.93,,,,258,15.67,12.02,,,,,,,,487.5,482,77,67.36,44.41,24.98,27.68,394,70,21.23,24.85,394,69,22.58,24.26,266,,,50.01,49.1
male,40,40-50,France,France,317,61,46.73,25.86,20.4,315,60,46.25,21.74,22.2,237,14.18,12.14,,,,463,460,79,69.9,43.99,24.27,29.73,455,453,78,66.12,43.86,25.54,30.58,379,71.5,22.82,28.09,378,71.5,22.48,27.96,,,149,50.48,50.06
female,20,20-22,Germany,Germany,,,,,,291,53.5,40.26,17.12,19.55,216,10.44,9.08,219,14,10.39,410,404,69,58.69,41.46,25.87,24.23,410,403,71,58.6,41.75,26.33,24.05,328,64,19.31,22.67,337,65,18.69,23.5,274.5,154,155,48.17,49.77
female,20,20-22,Germany,Germany,296,55,40.93,20.13,16.83,291,52.5,38.7,19.46,18.86,220,15.1,10.98,221,14.66,10.21,415.5,412,74,63.6,42.9,26.28,24.19,414.5,411.5,74,63.84,43.33,26.76,23.99,330.5,68.5,19.7,22.98,330,68.5,19.83,22.26,280,153,158,48.92,48.24
male,22,22-25,Germany,Germany,305.5,60,46.87,18.77,19.42,310,60.5,47.09,19.14,20.53,235,13.81,10.83,237.5,14.19,11.38,458,448.5,84,71.86,50.43,23.17,26.2,449,441,84,70.93,48.85,23.82,24.91,362,71.5,21.15,24.53,362.5,74,22.09,22.91,247,156,155,60.21,58.93
male,22,22-25,Germany,Germany,319.5,,43.92,17.69,19.5,323,,42.55,17.78,19.34,246,13.05,7.37,247,13.12,9.77,475,470,73,65.07,42.7,24.01,26.87,466,463,71,55.97,44.31,23.95,26.55,378,71,21.18,25.19,377,69,20.13,23.8,270,162,165,49.67,50.88
male,25,25-30,Germany,Germany,357.5,63,45.45,22.42,21.78,363,64,47.96,23.91,23.13,265,15.06,13.79,271,17.21,14.01,499,492,84,71.33,47.59,28.52,31.37,499,492,85,74.98,49.25,29,31.4,412,77,23.42,30.78,413.5,74,25.23,29.43,283,160,,53.84,56.56
male,25,25-30,Germany,Germany,344,59,47.14,22.43,20,351,60.5,47.48,24.83,22.56,265,17.65,12.84,265,18.46,13.3,493,487,,,47.12,29.75,28.99,492.5,482,80,64.42,49.08,28.94,30.58,401,68,24.19,28.55,399,73.5,28.67,29.28,277,167,,53.97,53.28
male,25,25-30,Germany,Germany,336,61,49.85,18.87,20.01,348,59.5,50.7,19.16,21.77,266,15.18,12.11,263,15.66,12.11,479,472.5,83,71.4,51.54,28.52,28.29,477,471,83,72.74,51.61,27.03,29.56,405,75,23.91,27.48,408,75,23.99,24.44,269.5,,169,58.25,57.54
male,25,25-30,Germany,Germany,304,57,46.93,24.27,23.13,317,59,49.67,25.96,22.61,236,16.52,14.15,239,17.16,14.49,432,429.5,83,69.47,48.89,31.74,27.88,,,,,,,,368,74,24.21,32.95,,,,,286.5,156,,53.62,54.34
male,25,25-30,Germany,Germany,325.5,58,42.86,21.11,21.34,332,69.5,43.73,22.62,21.59,244,15.69,12.48,248,15.9,12.43,438.5,437,82,69.56,46.03,29.57,29.11,440,438,83,68.64,45.7,28.05,29.77,377,72,23.43,28.03,385,74,24.94,32.02,266,155,157,,52.14
male,25,25-30,Germany,Germany,291.5,57,42.21,18.84,17.79,292.5,59,43.02,19.58,18.26,,,,225,13.48,10.7,412.5,410,74,66.41,40.92,26.1,26.93,410.5,408.5,75,64.29,41.8,24.98,26.19,350,66,18.8,22.77,345,67,19.37,20.86,247,155,151,47.15,47.98
male,25,25-30,Germany,Germany,,,,,,306,59,42.93,20.15,21.51,225,15.53,11.11,226,15.1,10.88,432,428.5,72,61.13,43.82,28.82,27.38,435,430.5,74,60.83,43.46,27.44,29.33,368,65,21.93,27.24,364.5,66.5,22.41,28.22,270,146,,49.83,48.66
male,25,25-30,Germany,Germany,,,,,,336,64,48.02,20.88,20.02,242,15.5,12.13,243,15.54,12.04,446,443,83.5,72.31,48.04,30.77,29.17,448,443,80,67.51,49.67,27.25,28.18,382,74,22.1,24.38,384,74.5,23.87,27.72,267,160,155,55.38,54.26
male,25,25-30,Germany,Germany,296,60.5,45.78,20.48,20.5,306,63.5,44.63,20.88,21.36,217,12.35,10.84,220.5,14.09,12.44,418,409.5,75,61.38,42.11,26.56,26.32,419,408.5,79,68.97,44.39,25.13,27.74,333,70.5,19.91,26.56,332,,19.78,23.87,237,147,,51.43,50.87
female,25,25-30,Germany,Germany,280,56,39.54,18.15,16.47,287,56,39.5,17.47,19.45,215.5,14.41,10.13,215,13.28,10.18,412,409,68.5,56.03,38.13,23.53,23.31,414.5,409,70,58.69,39.45,23.09,24.33,327,63,20.47,20.69,331,64,20.71,20.85,259,145,143,44.36,46.62
female,25,25-30,Germany,Germany,293,53,41.53,19.85,19.05,,,,,,215,13.83,10.83,,,,393,390.5,67,60.07,37.56,26.85,24.52,396,393,68,59.06,37.71,25.13,24.95,306,60.5,19.64,22.76,306,60,20.78,22.52,237,141,,43.44,
female,25,25-30,Germany,Germany,300,59,39.81,18.43,17.46,309,59,40.39,18.26,18.13,237,14.22,11.84,236,15.74,10.95,424,420,69,60.27,40.32,27.27,21.9,415,413,69.5,60.4,40.71,26.21,24.58,354,,20.14,25.63,358,64,22.14,21.45,260,,146,45.67,46.7
female,25,25-30,Germany,Germany,310.5,55,42.64,16.8,17.76,315,56,42.61,17.29,18.65,232,12.81,9.92,239,14.38,10.08,437.5,431,71,63.78,43.42,23.69,26.31,440,435,70.5,62.51,42.61,22.35,26.35,365,62,20.93,25.44,359,64.5,21.39,23.79,263,,155,47.56,48.31
female,25,25-30,Germany,Germany,309.5,55,41.68,18.47,18.13,313.5,55,41.72,18.79,18.6,234,13.06,10.63,239,13.59,10.61,445,435,73.5,65.6,44.13,22.6,24.12,446,436,73.5,62.04,42.19,22.02,24.93,360,70,18.56,24.18,360,68.5,18.94,21.7,243,,,49.86,50.67
female,25,25-30,Germany,Germany,,,,,,,,,,,,,,,,,412,407,69,61.66,41.57,25.51,24.59,409,406,72,59.47,42.74,25.91,24.82,344,,22.55,22.77,343,,21.72,22.58,273.5,153,,45.64,48.84
male,30,30+,Germany,Germany,306.5,63,46.79,20.15,19.81,310,60,46.04,,,253,14.28,10.99,255,15.63,11.15,450,446,80,67.93,48.4,27.16,29.94,443,442,,,48.4,27.71,31.76,368,78,22.48,31.98,,,,,,,,,
male,30,30-40,Germany,Germany,360,68,48.23,20.61,20.94,368,68,49.49,23.5,22.81,265,15.66,13.06,272,15.53,14.49,520,514,88,,51.75,31.03,30.5,519,512,86,,51.59,31.39,28.2,441,77.5,23.43,33.35,,,,,296,,,56.17,57.83
male,30,30-40,Germany,Germany,321,,48.27,22.91,20.53,324,64,48.73,24.19,21.89,,,,248,15.42,12.5,460,455,,,49.62,27.17,29.73,461,454.5,85,73.31,51.78,27.63,29.87,377,,22.64,25.93,378,74.5,24.98,28.17,274,,,54.6,56.66
male,30,30-40,Germany,Germany,353.5,64,48.37,22.61,19.89,358,66.5,49.25,25.13,22.31,268,18.48,12.48,271.5,18.36,12.86,512.5,508,82.5,70.86,49.27,28.59,29.09,514,507.5,85.5,73.02,49.01,28.36,30.17,419,72.5,22.77,25.84,420,76,24.36,29.49,266,,,55.62,55.04
male,30,30-40,Germany,Germany,329,,47.25,23.02,22.3,333,68,46.16,23.97,23.21,244,14.67,12.91,245,16.23,12.56,452,449.5,81,71.7,48.85,29.32,28.85,448,443.5,81,69.82,48.48,28.46,29.79,361,,23.58,29.92,363,78,22.66,27.47,281,164,166,54.67,54.37
male,30,30-40,Germany,Germany,341.5,67,47.87,23.48,21.65,347,68,49.52,22.84,23.45,267,16.18,12.8,272,16.91,12.7,491,487,85,72.69,50.44,29.46,28.04,497,492,86,75.05,48.52,27.71,28.21,399,77,22.93,25.94,414,78,25.11,23.27,301,164,163,56.97,54.9
male,30,30-40,Germany,Germany,358,64.5,47.83,23.82,22.23,360,67,50.28,25.38,24.99,256,18.5,13.26,261,18.9,12.96,479.5,473,84,69.64,47.78,27.54,29.94,480,475,83,70.59,47.47,28.36,29.95,380.5,71,21.41,30.45,382,,23.61,26.5,283,166,172,51.8,52.53
male,30,30-40,Germany,Germany,305,58,42.53,20.09,22.41,,,,,,237,14.35,11.28,238,14.64,10.76,440,437,77,66.32,44.92,27.09,28.77,434.5,432,75,63.43,45.6,24.8,28.45,353,64,24.88,27.07,352,67,22.94,26.19,235,141,,50.72,50.29
male,30,30-40,Germany,Germany,334,,43.05,22.65,21.31,340,55,45.6,23.41,23.5,256,14.72,11.56,260,14.7,12.02,480,475,76,62.58,45.84,28.82,29.72,481.5,476,77,64.64,45.45,27.95,28.97,423,69,24.11,26.5,425,69,24.49,24.82,278,,,51.04,51.45
male,30,30-40,Germany,Germany,329,61,47.72,19.07,21.69,334,63,47.02,20.34,22.56,252,15.65,13,253,16.73,13.33,474,472,,,45.27,28.7,30.72,468,465,,,44.97,29.18,30.05,383,72.5,25.66,28.64,381,75,27.87,27.95,256,,,,52.43
male,30,30-40,Germany,Germany,352,64.5,45.35,21.37,25.34,362,66,45.37,23.7,25.48,270,16.96,13.32,268,17.43,13.16,509,504.5,86,76.86,50.8,29.54,31.41,501,498.5,85,74.6,50.99,30.03,31.06,429,79,26.21,27.17,428,75,24.19,26.05,310,,184,56.92,
male,30,30-40,Germany,Germany,363,68,51.39,26.64,27.22,367,72,51.45,28.19,27.19,278,20.21,15.79,284,20.81,15.58,506,502,89,76.1,50.42,31.48,31.35,503,497,87,75.45,50.49,32.4,31.87,446,81,27.43,35.14,443,,28.8,30.81,315,175,,58.04,58.35
male,30,30-40,Germany,Germany,302,50.5,40.22,17.5,19.08,,,,,,226,13.97,10.3,229,13.73,9.28,437.5,432,70,56.09,41.12,24.45,25.72,436,430,70,58.97,40.51,22.58,26.23,357.5,,20.4,24.92,358,,21.14,23.43,268,147,,46.62,45.69
male,30,30-40,Germany,Germany,338.5,68,47.2,22.05,21.06,339,68,46.75,22.44,24.51,259,15.41,12.1,263,16.3,12.66,471,467,83.5,75.27,47.09,29.87,32.14,468,465,86,73.53,46.82,29.38,29.78,400,75,25.11,30.67,396,75,24.81,29.01,262,162,163,54.61,53.48
male,30,30-40,Germany,Germany,337,62.5,52.69,19,21.16,343,63,52.44,19.66,20.74,253,17.92,12.67,,,,455,452,79.5,71.43,48.07,26.04,27.14,450.5,447.5,82,69.05,50.64,26.04,26.52,381,72,21.21,27.47,380,71.5,22.31,25.91,283.5,162,,56.59,55.87
male,30,30-40,Germany,Germany,325,62.5,48.74,23.32,23.45,324,62,49.48,25.43,23.87,,,,238,17.58,12.51,435,434,77.5,64.01,47.64,34.03,26.83,433,432,81,70.42,49.53,33.84,26.74,362,69,24.05,26.05,359,70,24.89,24.92,294.5,168,167,53.35,55.28
male,30,30-40,Germany,Germany,310,53.5,38.45,19.96,18.59,315,53.5,38.74,20.31,18.11,,,,244,14.33,10.69,462,456,73,60.85,42.61,26.16,25.46,461,457,74,63.69,42.86,27.02,28.21,368,66,20,26.36,365,67,20.09,25.51,281,,166,,47.86
male,30,30-40,Germany,Germany,346,,45.7,22.69,20.21,352,67,48.25,23,21.18,,,,264,14.76,12.13,478,473,85,73.55,50.78,29.16,28.76,481.5,477,87,73.21,50.96,28.32,29.57,411,75,22.85,28.2,410,76,23.43,27.32,289,181,181,57.19,58.25
male,30,30-40,Germany,Germany,339,66.5,51.38,25.17,23.49,345,68,52.55,25.03,23.83,248,16.77,12.87,245,18.72,13.53,465,462,90.5,80.26,50.68,32.38,32.3,472,467,91,78.49,51.11,29.91,32.81,380.5,81,23.38,29.42,378.5,84,25.98,27,295,174,171,53.77,57.16
male,30,30-40,Germany,Germany,,,,,,363,63,47.68,24.31,23.89,,,,282,17.87,13.78,508,502,82,66.99,50.32,29.74,33.13,508.5,504,87,72.49,50.45,28.82,34.59,426,,24.56,30.22,425,78,26.22,29.24,306.5,,171,57.44,57.94
male,30,30-40,Germany,Germany,339,65,45.99,23.34,20.81,345,69,46.47,25.05,22.43,260,16.55,12,261,16.76,12.59,474,471,79,68.67,49.4,28.36,30.76,473,469.5,80,69.76,48.84,29.37,30.65,391,72,22.76,28.17,388,73,22.96,24.73,293,167,169,55.42,55.88
male,30,30-40,Germany,Germany,317,59.5,49.38,20.88,22.35,322,,49.19,20.56,23.06,242,15.83,11.99,248,15.92,13.13,454,448,83,73.09,50.76,27.24,27.98,466,455,88.5,76.92,47.99,25.34,26.01,371,77,22.58,26.45,376,77,22.5,24.48,,,,55.95,54.32
male,30,30-40,Germany,Germany,,,,,,320,56,44.55,21.84,22.6,,,,226,17.66,11.84,427,422,76,61.55,45.45,25.65,28.55,436,424,74,61.45,45.7,23.21,28.22,342,67,21.15,24.82,344,68,21.16,25.13,274,,,52.31,50.91
male,30,30-40,Germany,Germany,334.5,65,47.82,23.07,24.11,,,,,,258,15.74,12.79,261,18.12,13.24,470,468,82.5,74.27,47.21,27.77,31.18,470,464,83,71.59,47.41,26.81,31.99,,,,,395,74,24.39,28.9,270.5,164,165,51.66,51.93
male,30,30-40,Germany,Germany,339.5,65,44.77,18.87,21,350,64.5,45.36,19.04,21.25,270,13.81,11.88,270,13.74,11.7,479,476,81,68.29,47.34,29.08,30.88,475,474,80.5,66.94,48.51,29.05,28.44,403,75,21.97,26.26,403,72,21.98,23.31,263,160,159,52.75,52.72
male,30,30-40,Germany,Germany,308.5,62,43.62,20.03,21.73,312.5,61,42.22,21.32,20.59,237,15.62,12.62,,,,433,429,80,68.87,45.9,29.51,27.3,441,435,81,67.48,45.05,27.78,27.73,,,,,363,71.5,23.3,28.33,290,168,166,51.75,
male,30,30-40,Germany,Germany,319,64,46.14,21.14,21.11,323.5,63,46.47,21.97,20.89,242,15.03,12.04,243,13.81,11.5,448,443,78,72.81,44.13,27.05,29.11,450,445,77,67.77,45.12,26.45,29.83,,,,,374,70,23,26.31,293,166,164,48.9,50.09
male,30,30-40,Germany,Germany,310,,45.01,19.3,19.52,315,,46.17,20.04,20.21,,,,251,15.13,12.51,452,446,81,73.25,48.82,25.44,29.96,457,448,80,73.7,,23.89,29.01,373,71,22.87,24.52,363,71.5,22.58,25.3,235,,,,56.4
male,30,30-40,Germany,Germany,328,62,48.83,20.84,21.79,,,,,,250,16.32,13.25,,,,474,470.5,80,68.9,48.09,30.21,32.16,476.5,473,84,68.61,48.95,28.88,31.71,401.5,72,27.42,32.12,395,75,26.39,28.9,266,,,55.24,56.24
male,30,30-40,Germany,Germany,,,,,,322,,47.85,22.15,24.36,,,,248,17.18,14.09,462,458,,,50.47,31.64,30.64,461,457,,,50.07,30.07,29.71,373.5,,24.01,28,373,,24.49,28,279,,,54.56,54.46
male,30,30-40,Germany,Germany,,,,,,350,68.5,50.25,23.96,23.69,,,,268,15.36,12.58,513,509,88,74.72,51.12,29.97,30.52,502.5,499,89,73.5,53.22,29.4,30.47,414,79.5,25.86,26.55,415,80.5,25.25,24.64,309,,176,57.36,
male,30,30-40,Germany,Germany,314,56,37.93,20.48,19.97,322,57,39.17,19.93,19.48,224,12.61,10.35,,,,450,442,71,58.82,41.53,28.82,24.8,,,,,,,,357,64,20.52,25.22,360.5,65,20.83,23.84,273,150,155,49.07,49.48
male,30,30-40,Germany,Germany,301.5,55,40.45,16.77,19.49,309,55.5,40.56,18.51,19.39,236,12.78,9.94,240,13.59,9.94,428,424,73,63.31,41.71,26.77,26.25,424.5,420,73,62.16,41.61,24.76,26.37,350.5,64,19.55,22.26,346,62.5,20.06,21.81,265,156,154,47.91,47.17
male,30,30-40,Germany,Germany,,,,,,337,65,50.28,25.56,23.23,,,,249,18.22,14.17,488,481,86,71.33,48.73,32.42,29.47,485,478,81.5,71.2,52.3,32.14,29.37,383,78,25.31,29.35,382,73.5,27.43,27.67,278,159,164,56.88,56.91
male,30,30-40,Germany,Germany,328,65,46.6,21.46,21.57,332,65,46.98,22.91,22.33,253,14.27,12.98,254.5,15.85,12.97,479,473,81,69.75,47.92,26.5,28.39,476,471,81.5,69.55,48.02,27.28,27.59,404,71,22.3,25.19,403,71.5,22.91,23.51,277,156,,54.18,52.66
male,30,30-40,Germany,Germany,318,58.5,42.08,20.4,20.11,326,58,42.83,21.99,20.46,235,16.07,10.93,238,16.82,11.29,444,443,78,66.69,45.33,28.23,29.55,440,439,76,64.98,46.09,25.78,29.99,362,70,22.76,24.52,364,70.5,21.96,23.55,283,,154,50.74,53.05
male,30,30-40,Germany,Germany,338,67,46.47,22.93,23.27,343.5,68,47.88,23.57,23,,,,,,,490,482.5,87.5,75.58,51.85,28.92,31.86,484,481,81,68.3,52.1,27.52,30.14,384,79,25.06,24.5,383,,26.12,24.37,286,168,170,57.92,57.91
male,30,30-40,Germany,Germany,336,64,49.61,20.54,23.32,340,64,49.44,20.97,23.54,251.5,14.94,13.73,248,15.38,13.55,463,460,80.5,72.42,48.09,30.7,27.84,459,456,83,70.56,49.23,29.61,28.16,384,73.5,21.35,26.7,385,73,23.38,28.4,278,167,,52.79,53.7
male,30,30-40,Germany,Germany,366,75,52.63,22.78,25.41,373,73,53.78,24.65,25.2,275,18.26,12.73,,,,527,523,90,72.28,55.7,32.04,32.17,529,521,93,77.1,56.69,31.63,31.15,427,81,25.38,30.5,430,82.5,25.66,30.67,324,,189,62.94,62.99
male,30,30-40,Germany,Germany,332.5,57,41.73,17.83,20.8,345,57.5,42.48,19.12,20.5,242,12.68,10.87,252,13.41,10.77,498,491.5,78,66.75,45.71,25.59,28.6,492,487,79,66.59,45.23,24.73,29.73,404,71,20.46,25.29,405.5,73.5,21.36,25.7,276,164,,52.23,50.59
female,30,30-40,Germany,Germany,313,55,39.78,17.15,17.27,318,56,40.95,18.71,18.83,232,11.9,9.14,236,12.86,9.6,438,432,74,61.84,40.73,23.62,24.43,446,440,76,66.34,40.84,22.59,26.25,353,65,17.06,22.39,356,63,18.59,23.82,264,147,149,46.79,47.23
female,30,30-40,Germany,Germany,325,58.5,43,20.59,20.24,,,,,,244,15.42,10.6,,,,472.5,466,74,62,44.61,26.65,26.01,471,466.5,75,63,44.25,27.08,26.93,,,,,,,,,277,,,49.35,50.18
female,30,30-40,Germany,Germany,287,55,39.14,19.03,21.94,291.5,,38.78,19.33,21.47,,,,220,14.21,10.39,407,403,69,59.05,39.11,25.86,24.85,399,397.5,69,58.23,38.74,26.05,25.27,326,62.5,17.95,26.26,328,59,18.9,24.07,264,155,151,44.51,44.44
female,30,30-40,Germany,Germany,296,53,38.69,19.44,20.33,305.5,54,42.25,21.36,21.59,,,,,,,410.5,407,70.5,62.06,39.33,25.5,28.19,412,406.5,70,62.54,39.61,24.69,27.97,328,65,19.43,24.23,329,67,21.44,23.47,294,,,43.68,43.6
female,30,30-40,Germany,Germany,,,,,,299,60,40.36,17.9,18.19,220,14.21,10.79,226,15.91,10.52,392,390,72,63.46,42.33,26.78,24.54,393,391,,60.97,42.1,23.98,24.87,,,,,320,63,21.56,23.29,268,,145,46.58,48.98
female,30,30-40,Germany,Germany,304.5,61,41.33,21.79,19.95,309,60,41.58,21.93,19.97,233,12.98,10.98,230,13.09,11.11,446,440,75,61.94,43.05,28.15,27.31,450,444,75,61.89,44.8,27.46,27.58,368,69,23.66,28.32,365,,23.82,24.53,297,166,,49.65,50.01
female,30,30-40,Germany,Germany,324,57,41.8,18.06,20.16,332,59,41.4,18.23,20.16,243,13.32,10.28,247,14.07,10.39,455,449,74,62.99,42.35,25.65,25.84,461.5,455,74,59.89,40.99,23.52,26.84,374,65,20.54,24.15,378,66,20.54,23.48,275,,160,47.93,49.54
female,30,30-40,Germany,Germany,302,51,41.65,17.44,21.13,298,54,45.76,16.33,20.46,225,14.29,10.72,,,,,,,,,,,420,414.5,,,41.66,24.74,25.66,331,,20.21,24.74,334,,20,24.35,268,,166,45.88,46.77
female,30,30-40,Germany,Germany,293,54.5,41.27,19.59,19.49,298,53.5,41.1,19.64,20.18,226,13.02,10.98,227,14.65,10.56,420,415,72,62.28,41.7,25.59,27.43,417,414.5,73,60.9,42.49,25.67,26.59,350,64,18.73,24.81,352,64,19.32,22.24,269,,,47.5,49.35
female,30,30-40,Germany,Germany,313,58,40.41,17.92,22.69,316,60,42.41,20.04,22.12,241.5,16.6,11.51,242.5,16,11.41,443,436,77,68.12,45.46,24.92,29.32,446,439,78,64.49,44.38,24.92,29.31,364.5,74,19.76,26.75,366,,20.76,25.35,272,,,50.85,49.1
female,30,30-40,Germany,Germany,277,51,40.61,15.91,19.7,287,51.5,40.86,18.27,17.7,204,11.96,9.34,206,12.79,9.93,,,,,,,,402,396,73,60.4,39.67,21.75,25.27,,,,,317,61,19.07,20.08,264,148,148,45.38,46.75
female,30,30-40,Germany,Germany,275,50,39.73,17.91,16.93,280,52,41.12,19.46,17.25,216,10.98,9.84,219,12.41,10.4,390,385.5,67,58.73,36.71,22.5,22.97,388,384,67,56.5,37.31,21.96,23.15,329.5,60,16.68,20.43,328,60.5,19.09,20.08,250,138,139,41.42,41.32
female,30,30-40,Germany,Germany,302,54,41.74,20.08,20.05,305.5,52,,19.41,19.44,209,15.04,10.09,221,13.67,11.01,428,422.5,71.5,59.23,40.96,24.95,25.71,426,423,73,60.13,39.81,25.39,25.45,352,,20.03,24.14,353,64,21.37,24.08,262.5,,,47.77,48.49
male,40,40-50,Germany,Germany,312,67,48.34,20.96,20.76,,,49.83,,,247.5,15.07,12.35,,,,459,451,83,73.32,50.56,27.93,28.56,457,451,85,69.18,50,27.12,28.06,367,,21.23,27.16,362,70,22.76,27.05,276,,,55.78,54.71
male,40,40-50,Germany,Germany,291,58,41.42,20.21,19.53,295,60.5,40.9,21.42,21.04,227,15.46,10.86,230,16.18,11.04,418,410.5,74,63.4,44.26,25.9,28.68,406.5,402,73,63.65,44.31,25.4,28.63,350.5,67,21.33,28.57,349,68,19.75,27.85,303,,163,49.68,51.57
male,40,40-50,Germany,Germany,342.5,69.5,50.18,24.73,20.7,347,73,51.27,27.42,22.37,,,,260,16.28,13.46,,,,,,,,505,502,89,75,48.21,28.71,32.85,391,81,22.75,31.09,386,78.5,24.12,30,293,172,170,57.76,56.38
male,40,40-50,Germany,Germany,290,,39.38,16.91,18.77,292,,39.63,16.82,20.32,210,14.16,10.32,220,14.09,10.43,418,408,70,62.03,41.02,24.82,24,415,409,70,60.05,40.88,25.31,24.87,343,64,18.89,25.51,345,66,21.89,24.73,254.5,141,140,45.78,46.83
male,40,40-50,Germany,Germany,327,65,45.17,22.79,21.3,338,64.5,46.45,23.97,22.72,247.5,14.28,12.62,250,18.72,12.24,473,471,79,68.17,45.59,30.14,28.9,471.5,469,80,67.86,47.17,29.58,30.2,390,72,25,26.68,387,73.5,26.59,27.06,260.5,160,,53.19,53.69
male,40,40-50,Germany,Germany,,,,,,310,57,45.74,20.36,20.33,,,,234.5,14.54,11.28,432,428,80.5,67.58,46.21,26.86,25.86,424,418,,,46.27,27,25.7,355,72,20.65,23.89,,,,,241.5,,,52.85,53.5
male,40,40-50,Germany,Germany,352,61,47.6,21.74,21.09,358,61,47.05,22.6,20.47,266,15.51,12.13,269,16.68,13.11,484,478,84,70.53,47.7,29.27,29.67,,,,,,,,415,74,23.69,25.76,,,,,282,164,,,54.54
male,40,40-50,Germany,Germany,340,70,49.89,22.7,21.63,348,67,50.86,24.85,24.01,260,17.05,12.62,265,17.79,13.14,502,498,89,78.73,51.62,30.72,32.44,502,498,91.5,80.29,50.81,29.24,32.52,397,82,25.21,29.52,404,80,24.69,29.61,,165,167,58.09,57.66
male,40,40-50,Germany,Germany,,,,,,319,62.5,47.53,20.59,22.99,233,14.35,10.68,236,13.51,11.56,444,437.5,83,74.29,45.84,25.57,26.69,443,433,84,71.71,46.85,26.26,27.86,363,78,20.2,27.12,362,78.5,22.21,30.08,267,,159,53.89,51.27
